date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:51:55	119869/119869	---M--	200	added ('OK')	text/css	date:Sun,%2006%20Oct%202024%2001:10:06%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/css/custom.css	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/css/custom.css	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:55	2021/2021	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Sep%202024%2000:02:44%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/loader.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/loader.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:55	4176/4176	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Sep%202024%2001:05:40%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-topbar-info.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-topbar-info.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:55	6545/6545	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Sep%202024%2000:00:56%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/logo.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/logo.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:55	104210/104210	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/index-image.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/index-image.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:56	105085/105085	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:28%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/index-video.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/index-video.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:56	106363/106363	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:28%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/index-2.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:56	107505/107505	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:28%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/index-slider.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/index-slider.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:56	76679/76679	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:34%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/about.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/about.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:56	20820/20820	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/history.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/history.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:57	23972/23972	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:26%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/team.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/team.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:57	25563/25563	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:26%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/team-single.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/team-single.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:57	25606/25606	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:32%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/client.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/client.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:57	22987/22987	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:24%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/testimonial.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/testimonial.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:58	45041/45041	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:26%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/service.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/service.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:58	31871/31871	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:26%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/projects.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/projects.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:58	32505/32505	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:26%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/service-single.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/service-single.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:58	31525/31525	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:28%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/project-single.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/project-single.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:58	27046/27046	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:32%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/blog.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/blog.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:59	20556/20556	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:32%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/blog-single.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/blog-single.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:59	24029/24029	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2000:58:50%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/case-study.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/case-study.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:59	23071/23071	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:32%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/case-study-single.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/case-study-single.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:51:59	29381/29381	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:28%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/pricing.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/pricing.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:00	19378/19378	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/image-gallery.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/image-gallery.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:00	19675/19675	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:24%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/video-gallery.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/video-gallery.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:00	29345/29345	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/faqs.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/faqs.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:00	15027/15027	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:34%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/404.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/404.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:00	21530/21530	---M--	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2001:00:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/contact.html	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/contact.html	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:01	262428/262428	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Sep%202024%2000:47:00%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/hero-image.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/hero-image.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:01	6568/6568	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202024%2018:29:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/payment-method-image.png	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/payment-method-image.png	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:01	455/455	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Sep%202024%2019:33:20%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/asterisk-icon.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/asterisk-icon.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:01	6460/6460	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Sep%202024%2019:47:58%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-about-company-1.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-about-company-1.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:02	7852/7852	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Sep%202024%2019:47:04%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-about-company-2.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-about-company-2.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:02	15066/15066	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Sep%202024%2019:47:12%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-about-company-3.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-about-company-3.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:02	23968/23968	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2021:58:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/service-box-image-1.png	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/service-box-image-1.png	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:02	20299/20299	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2021:57:34%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/service-box-image-2.png	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/service-box-image-2.png	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:02	18659/18659	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2021:59:10%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/service-box-image-3.png	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/service-box-image-3.png	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:03	9896/9896	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Sep%202024%2022:17:38%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-expertise-list-1.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-expertise-list-1.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:03	12874/12874	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Sep%202024%2022:17:46%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-expertise-list-2.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-expertise-list-2.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:03	17431/17431	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Sep%202024%2022:20:36%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-expertise-list-3.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-expertise-list-3.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:04	358720/358720	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2022:23:38%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/expertise-financial-img.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/expertise-financial-img.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:04	237958/237958	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2023:06:42%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/why-choose-image-1.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/why-choose-image-1.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:04	1257/1257	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Sep%202024%2000:00:36%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-arrow.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-arrow.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:04	264079/264079	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2023:06:50%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/why-choose-image-2.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/why-choose-image-2.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:05	20521/20521	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2023:52:32%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/approach-image-1.png	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/approach-image-1.png	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:05	293669/293669	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2023:07:16%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/why-choose-image-3.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/why-choose-image-3.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:05	59146/59146	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202024%2000:24:14%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/approach-image-2.png	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/approach-image-2.png	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:05	102363/102363	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202024%2000:34:52%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/approach-image-3.png	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/approach-image-3.png	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:05	88190/88190	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2023:54:24%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/approach-image-4.png	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/approach-image-4.png	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:06	73678/73678	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2001:48:02%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/company-wisdom-img-1.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/company-wisdom-img-1.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:06	101288/101288	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2001:48:10%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/company-wisdom-img-2.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/company-wisdom-img-2.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:06	91600/91600	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2001:48:20%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/company-wisdom-img-3.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/company-wisdom-img-3.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:06	92755/92755	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2001:48:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/company-wisdom-img-4.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/company-wisdom-img-4.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:06	6714/6714	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202024%2022:08:02%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-features-1.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-features-1.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:07	12881/12881	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202024%2022:08:16%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-features-2.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-features-2.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:07	6709/6709	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202024%2022:08:28%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/icon-features-3.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/icon-features-3.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:07	152671/152671	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2022:28:56%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/features-image.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/features-image.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:07	84904/84904	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2023:20:40%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/cta-box-image.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/cta-box-image.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:08	12338/12338	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2023:38:30%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/author-1.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/author-1.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:08	10433/10433	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202024%2023:59:18%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-1.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-1.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:08	5214/5214	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202024%2023:59:26%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-2.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-2.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:08	4431/4431	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202024%2023:59:36%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-3.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-3.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:08	5225/5225	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202024%2023:59:44%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-4.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-4.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:09	5210/5210	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202024%2023:59:52%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-5.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/faqs-client-logo-5.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:09	220532/220532	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Oct%202024%2001:01:38%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/post-1.jpg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/post-1.jpg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
00:52:09	6543/6543	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Oct%202024%2001:43:06%20GMT	https://demo.awaikenthemes.com/html-preview/leadz/images/footer-logo.svg	C:/Users/HP/Desktop/aruntask/bank_project/demo.awaikenthemes.com/html-preview/leadz/images/footer-logo.svg	(from https://demo.awaikenthemes.com/html-preview/leadz/index.html)
